Index;Date;Name;Description;Amount_raised;Amount_number;Data AI keyword;Series
250;March 21, 2022;Ramp;a New York-based corporate card and spending management platform;$200 million;200;FALSE;Unknown
251;March 21, 2022;CommerceIQ;a Palo Alto, Calif.-based retail ecommerce management platform;$115 million;115;FALSE;Series D
252;March 21, 2022;Triumvira Immunologics;an Austin-based therapeutics company focused on treating solid tumors;$100 million;100;FALSE;Series A
253;March 21, 2022;Bionic;a Palo Alto, Calif.-based application security management platform;$65 million;65;TRUE;Series B
254;March 21, 2022;Hydrow;a Boston-based at-home connected rower;$55 million;55;FALSE;Series D
255;March 21, 2022;TimeDoc Health;a Chicago-based virtual care management platform;$48.5 million;48,5;FALSE;Series B
256;March 21, 2022;ForAllSecure;a Pittsburgh, Pa.-based software security testing cybersecurity company;$21 million;21;TRUE;Series B
257;March 21, 2022;Recora;a New York-based healthcare platform focused on cardiac rehabilitation;$20 million;20;FALSE;Series A
258;March 21, 2022;Shufti Pro;a London-based identity verification platform;$20 million;20;FALSE;Series A
259;March 21, 2022;doxo;a Seattle-based bill payment platform;$18.5 million;18,5;FALSE;Series C
260;March 21, 2022;CoinRoutes;a Miami-based algorithmic trading platform for digital assets;$16 million;16;FALSE;Series B
261;March 21, 2022;Dorian;a San Francisco-based gaming platform for female and diverse creators;$14 million;14;FALSE;Series A
262;March 21, 2022;Nectar;a New York-based allergy care platform;$8 million;8;FALSE;Seed
263;March 21, 2022;Applied XL;a New York-based information detection company that tracks the health of people, places, and the planet;$3.5 million;3,5;FALSE;Seed
264;March 22, 2022;ClearBank;a Bristol, U.K.-based banking platform;$231.17 million;231,17;FALSE;Unknown
265;March 22, 2022;Omnipresent;a London-based global employment partner;$120 million;120;FALSE;Series B
266;March 22, 2022;Capitolis;a New York-based financial SaaS platform for capital markets;$110 million;110;FALSE;Series D
267;March 22, 2022;Span.IO;a San Francisco-based creator of electrical panels homes and chargers for cars;$90 million;90;FALSE;Series B
268;March 22, 2022;Me+Em;a London, U.K.-based luxury fashion brand;$72 million;72;FALSE;Unknown
269;March 22, 2022;Hex;a San Francisco-based platform for collaborative data science and analytics;$52 million;52;TRUE;Series B
270;March 22, 2022;Glia;a New York based-based digital customer service platform;$45 million;45;FALSE;Series D
271;March 22, 2022;Tomo;an Austin-based mortgage and transaction platform for buyers and real estate agents;$40 million;40;FALSE;Series A
272;March 22, 2022;Nucleai;a Tel Aviv, Israel-based spatial biology company;$33 million;33;FALSE;Series B
273;March 22, 2022;Cascade;a Sydney, Australia-based strategy execution platform;$29 million;29;FALSE;Series A
274;March 22, 2022;Kayrros;a Paris-based climate and energy data analytics company;$27.59 million;27,59;TRUE;Unknown
275;March 22, 2022;MetaMagnet, a blockchain gaming platform operator built on the Terra blockchain, C2X;;$25 million;25;FALSE;Unknown
276;March 22, 2022;Antidote Health;a New York-based telehealth provider;$22 million;22;FALSE;Series A
277;March 22, 2022;Upshot;a blockchain-based protocol providing NFT a;$22 million;22;FALSE;Series A
278;March 22, 2022;Plotlogic;a Bowen Hills, Australia-based deep-tech mining startup;$18 million;18;FALSE;Series A
279;March 22, 2022;Helcim;an Alberta, Canada-based payments company for small business;$16 million;16;FALSE;Series A
280;March 22, 2022;Ursa Space;an Ithaca, N.Y.-based satellite intelligence infrastructure company;$16 million;16;FALSE;Series C
281;March 22, 2022;Decentriq;a Zürich, Switzerland-based SaaS platform focused on secure data collaboration;$15 million;15;TRUE;Series A
282;March 22, 2022;Brew;a Tel Aviv-based marketing platform;$12 million;12;FALSE;Seed
283;March 22, 2022;Learn In;a Salt Lake City, Utah-based upskilling platform for companies;$10 million;10;FALSE;Series A
284;March 22, 2022;Tacto;a Munich-based procurement engine software company;$5.85 million;5,85;FALSE;Unknown
285;March 22, 2022;Enzymit Inc.;a Ness-Ziona, Israel-based computational enzyme engineering and bio-production platform company;$5 million;5;FALSE;Seed
286;March 22, 2022;LAGO;a New York-based minted art display developer;$4.2 million;4,2;FALSE;Seed
287;March 22, 2022;Better & Better;a New York-based company selling vitamin-infused products;$4 million;4;FALSE;Unknown
288;March 22, 2022;Lune;a London-based company that calculates its customers’ emissions when shopping, traveling, and shipping;$4 million;4;FALSE;Unknown
289;March 22, 2022;Kale;a New York-based payment platform for influencers;$3.75M;3,75;FALSE;Seed
290;March 22, 2022;Neivor;a Mexico City-based SaaS company that helps property managers and HOAs manage their condominiums;$3.5M;3,5;FALSE;Unknown
291;March 22, 2022;Ramped;a San Francisco-based job application and recruitment platform;$3.1 million;3,1;FALSE;Seed
292;March 22, 2022;Azalio;a Washington D.C.-based workforce management software for frontline employees;$2 million;2;FALSE;Seed
293;March 23, 2022;Astronomer;a Cincinnati-based data orchestration platform developer for business analytics;$213 million;213;TRUE;Series C
294;March 23, 2022;Jeeves;a Miami-based corporate card and expense management platform for startups;$180 million;180;FALSE;Series C
295;March 23, 2022;RapidAPI;a San Francisco-based API management and connection provider;$150 million;150;FALSE;Series D
296;March 23, 2022;Island;a Dallas, Texas-based designer of a work-focused browser;$115 million;115;FALSE;Series B
297;March 23, 2022;TokenEx;an Oklahoma City, Okla.-based cloud tokenization provider;$100 million;100;FALSE;Series B
298;March 23, 2022;Worldcoin;the cryptocurrency startup;$100 million;100;FALSE;Unknown
299;March 23, 2022;WorkRamp;a San Francisco-based learning platform for businesses and their employees;$40 million;40;FALSE;Series C
300;March 23, 2022;Tome;a San Francisco-based platform for developing and sharing ideas in the workplace and beyond;$32.3 million;32,3;FALSE;Unknown
301;March 23, 2022;Lightlytics;a Tel Aviv-based cloud deployment SaaS platform;$26 million;26;FALSE;Series A
302;March 23, 2022;D-ID;a Tel Aviv-based A.I.-based media startup;$25 million;25;TRUE;Series B
303;March 23, 2022;​​Gamefam;a Los Angeles-based game publisher and developer on Roblox;$25 million;25;FALSE;Series A
304;March 23, 2022;Kargo;a San Francisco-based supply chain company that pairs hardware and software;$25 million;25;FALSE;Series A
305;March 23, 2022;Wealth;a Tempe, AZ-based digital estate planning platform;$16 million;16;FALSE;Seed
306;March 23, 2022;ShopThing;a New York/Toronto-based shopping marketplace focused on luxury products;$10 million;10;FALSE;Series A
307;March 23, 2022;Ribbon Finance;a crypto structured products platform;$8.75 million;8,75;FALSE;Series A
308;March 23, 2022;nocnoc;a Montevideo, Uruguay-based online selling platform connecting sellers with marketplaces in Latin America;$7 million;7;FALSE;Seed
309;March 23, 2022;Boom & Bucket;an Austin-based online marketplace platform for contractors to buy and sell used heavy equipment;$5.5 million;5,5;FALSE;Seed
310;March 23, 2022;Climate X;a London-based climate risk analytics provider;$5.4 million;5,4;TRUE;Seed
311;March 23, 2022;Third Time Entertainment;an Orlando, Fla.-based games studio;$3.5 million;3,5;FALSE;Seed
312;March 23, 2022;Dotterel Technologies;an Auckland, New Zealand-based noise reduction and audio recording tech company;$3 million;3;FALSE;Unknown
313;March 23, 2022;Haystacks.AI;a New York-based data aggregation and intelligence platform for real estate investors;$3 million;3;TRUE;Unknown
314;March 23, 2022;Breedr;a London-based livestock trading and analytics platform;$2.91 million;2,91;TRUE;Unknown
315;March 23, 2022;Glass Imaging;a San Francisco-based camera manufacturer focused on using glass and A.I. to create cameras;$2.2 million;2,2;TRUE;Seed
316;March 23, 2022;Wedge;a Grand Rapids, Mich.-based video screening recruiting platform;$2 million;2;FALSE;Unknown
317;March 23, 2022;Workorder;a Santa Monica, Calif.-based estimating solutions construction startup;$1.1 million;1,1;FALSE;Seed
318;March 24, 2022; Affini-T Therapeutics;a Boston-based biotech company using T cells against oncogenic driver mutations;$175 million;175;FALSE;Unknown
319;March 24, 2022;TemperPack;a Richmond, Va.-based thermal insulation manufacturer for cold chain packaging;$140 million;140;FALSE;Unknown
320;March 24, 2022;Firefly Aerospace;a Cedar Park, Texas-based launch, spacecraft, and in-space vehicle services company;$75 million;75;FALSE;Series B
321;March 24, 2022;Digits;a San Francisco-based finance and accounting platform for small businesses;$65 million;65;FALSE;Series C
322;March 24, 2022;Datagen;a Tel Aviv-based data-as-code company for computer vision A.I.;$50 million;50;TRUE;Series B
323;March 24, 2022;Theta Lake;a Santa Barbara, Calif.-based security and compliance platform for collaboration;$50 million;50;TRUE;Series B
324;March 24, 2022;Podimetrics;a Somerville, Mass.-based SmartMat creator focused on preventing diabetic foot complications;$45 million;45;FALSE;Series C
325;March 24, 2022;Ocelot Bio;a San Diego-based clinical-stage biopharmaceutical company focused on end-stage liver disease therapeutics;$36 million;36;FALSE;Series A
326;March 24, 2022;Reach;a Calgary, Alberta-based e-commerce payments platform;$30 million;30;FALSE;Unknown
327;March 24, 2022;Alife Health;a San Francisco-based fertility tech company building A.I. tools for IVF;$22 million;22;TRUE;Series A
328;March 24, 2022;Nucleus Security;a Sarasota, Fla.-based vulnerability management and process automation company;$20 million;20;FALSE;Series B
329;March 24, 2022;Salad;a Salt Lake City-based cloud computing platform;$17 million;17;FALSE;Seed
330;March 24, 2022;Activ Surgical;a Boston-based digital surgery imaging company;$15 million;15;FALSE;Series B
331;March 24, 2022;Unleash;an Oslo-based open source feature management platform;$14 million;14;FALSE;Series A
332;March 24, 2022;MaxSold;a Kingston, Ontario-based online auctions for estate sales and downsizing company;$11.1 million;11,1;FALSE;Series B
333;March 24, 2022;Handle;a San Francisco-based software platform for construction payment compliance;$10 million;10;FALSE;Series A
334;March 24, 2022;Tea;a San Juan, Puerto Rico-based company building an open source software platform on the blockchain;$8 million;8;FALSE;Seed
335;March 24, 2022;CloudFrame;a Princeton, N.J.-based software company freeing mainframe apps from COBOL;$7 million;7;FALSE;Series A
336;March 24, 2022;Ride1Up;a San Diego-based electric bike manufacturer;$6.5 million;6,5;FALSE;Series A
337;March 24, 2022;Fairwords;a New York-based communication protection software;$5.25 million;5,25;FALSE;Series A
338;March 24, 2022;Bower;a Stockholm-based app that rewards people with money or coupons when they recycle;$4.7 million;4,7;FALSE;Seed
339;March 24, 2022;Monterosa;a Liverpool-based real-time engagement provider for sports and media organizations;$4.5 million;4,5;FALSE;Unknown
340;March 24, 2022;Della;a London-based legaltech startup focused on legal review;$2.5 million;2,5;FALSE;Seed
341;March 25, 2022;LifeMine Therapeutics;a Cambridge, Mass.-based biopharmaceutical company mining genetically-encoded small molecules from the biosphere;$175 million;175;TRUE;Series C
342;March 25, 2022;Nasuni Corporation;a Boston-based file data services provider;$60 million;60;TRUE;Unknown
343;March 25, 2022;Firstbase;an Aberdeen, Scotland and New York-based remote infrastructure for teams provider;$50 million;50;FALSE;Series B
344;March 25, 2022;Weglot;a Paris-based no-code website translation solution;$49.4 million;49,4;TRUE;Unknown
345;March 25, 2022;HeyJobs;a Berlin-based careers platform for European talent;$38.6 million;38,6;FALSE;Series B
346;March 25, 2022;MixMode;a Santa Barbara, Calif.-based predictive cybersecurity platform;$45 million;45;TRUE;Series B
347;March 25, 2022;Spectro Cloud;a Santa Clara, Calif.-based leading Kubernetes management platform;$40 million;40;FALSE;Series B
348;March 25, 2022;Clear Skye;an Emeryville, Calif.-based identity security and governance solution;$14 million;14;TRUE;Series A
349;March 25, 2022;Nalagenetics;a Singapore-based genetic testing solutions company;$12.6 million;12,6;FALSE;Series A
350;March 25, 2022;SparkMeter;a Washington D.C.-based grid management software company;$10 million;10;FALSE;Unknown
351;March 25, 2022;Rugged Robotics;a Houston-based construction technology startup focused on automation;$9.4 million;9,4;FALSE;Series A
352;March 25, 2022;REACH;a San Francisco-based virtual workplace cloud platform;$7 million;7;FALSE;Series A
353;March 25, 2022;TaxDown;a Madrid-based tax savings platform;$6.09 million;6,09;FALSE;Unknown
354;March 25, 2022;Captain;a Walnut, Calif.-based fintech platform for rebuilding homes after natural disasters;$4 million;4;FALSE;Seed
355;March 25, 2022;Radish Health;a New York-based healthcare platform for municipal governments and midsize businesses;$4 million;4;FALSE;Seed
356;March 25, 2022;Avnio;a London-based sales control and acceleration automation software platform;$3.96 million;3,96;FALSE;Seed
357;March 25, 2022;WeLoveNoCode;a San Francisco-based no-code marketplace;$3 million;3;TRUE;Unknown
358;March 28, 2022;Zongmu Technology;a Shanghai-based autonomous driving system startup;$157 million;157;FALSE;Series E
359;March 28, 2022;Shoreline.io;a Redwood City, Calif.-based automation and control provider for cloud operations;$35 million;35;FALSE;Series B
360;March 28, 2022;Pixxel;a Bangalore, India and Palo Alto, Calif.-based hyperspectral satellite developer;$25 million;25;FALSE;Series A
361;March 28, 2022;Smarter Sorting;an Austin, Boulder, and Los Angeles, Calif.-based consumer goods data and sustainability company;$25 million;25;TRUE;Unknown
362;March 28, 2022;Bigblue;a Paris-based order fulfillment platform for e-commerce logistics;$15 million;15;FALSE;Series A
